"","errorrate","iterations","density","l","c","m","gamma","erasures","maxiterations","tests","efficiency","fsum","fcorrupt","pcons","pdes","degree","activities","alphabetsize","winners","poolsize","efficacy","refficacy","retrievedproportion","eta","aeta","peta","paeta"
"1067",1,1,0.413608551025391,256,8,35000,1,3,1,1000,0.951861051528796,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"1068",0.92,3.93,0.414112091064453,256,8,35000,1,3,4,1000,0.951861051528796,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.0761488841223037,0.121838214595686,2800,0.0761488841223037,0.0976562499999999,0.121838214595686,0.15625
"1069",0,1,0.00380706787109375,512,4,1000,1,1,1,1000,0.0171878914612693,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0171878914612693,0.0229171886150258,1000,0.0171878914612693,0.02288818359375,0.0229171886150258,0.030517578125
"1070",0,1,0.0151468912760417,512,4,1000,1,1,1,1000,0.0375257705936994,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0375257705936994,0.0500343607915992,1000,0.0375257705936994,0.0432260627261801,0.0500343607915992,0.0576347503015734
"1071",0,1,0.00380833943684896,512,4,1000,1,1,4,1000,0.0171878914612693,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0171878914612693,0.0229171886150258,1000,0.0171878914612693,0.02288818359375,0.0229171886150258,0.030517578125
"1072",0,1,0.0151271820068359,512,4,1000,1,1,4,1000,0.0375257705936994,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0375257705936994,0.0500343607915992,1000,0.0375257705936994,0.0432260627261801,0.0500343607915992,0.0576347503015734
"1073",0.024,1,0.00381024678548177,512,4,1000,1,2,1,1000,0.0171878914612693,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0167753820661989,0.0335507641323977,976,0.0167753820661989,0.0223388671875,0.0335507641323977,0.044677734375
"1074",0,1,0.0151462554931641,512,4,1000,1,2,1,1000,0.0375257705936994,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0375257705936994,0.0750515411873988,1000,0.0375257705936994,0.0432260627261801,0.0750515411873988,0.0864521254523601
"1075",0.002,1.032,0.00381088256835938,512,4,1000,1,2,4,1000,0.0171878914612693,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0171535156783468,0.0343070313566936,998,0.0171535156783468,0.0228424072265625,0.0343070313566936,0.045684814453125
"1076",0,1.002,0.0151411692301432,512,4,1000,1,2,4,1000,0.0375257705936994,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0375257705936994,0.0750515411873988,1000,0.0375257705936994,0.0432260627261801,0.0750515411873988,0.0864521254523601
"1077",0.871,1,0.00380643208821615,512,4,1000,1,3,1,1000,0.0171878914612693,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.00221723799850374,0.00886895199401497,129,0.00221723799850374,0.00295257568359375,0.00886895199401497,0.011810302734375
"1078",0.259,1,0.0151475270589193,512,4,1000,1,3,1,1000,0.0375257705936994,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0278065960099312,0.111226384039725,741,0.0278065960099312,0.0320305124800994,0.111226384039725,0.128122049920398
"1079",0.005,1,0.0188859303792318,512,4,5000,1,1,1,1000,0.0785582466775594,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0781654554441716,0.104220607258895,4975,0.0781654554441716,0.113868713378906,0.104220607258895,0.151824951171875
"1080",0.001,1,0.0734634399414062,512,4,5000,1,1,1,1000,0.18024764233971,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.18006739469737,0.240089859596493,4995,0.18006739469737,0.215914183317269,0.240089859596493,0.287885577756359
"1081",0.005,1.015,0.0189081827799479,512,4,5000,1,1,4,1000,0.0785582466775594,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0781654554441716,0.104220607258895,4975,0.0781654554441716,0.113868713378906,0.104220607258895,0.151824951171875
"1082",0,1,0.0734500885009766,512,4,5000,1,1,4,1000,0.18024764233971,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.18024764233971,0.24033018978628,5000,0.18024764233971,0.2161303136309,0.24033018978628,0.288173751507867
"1083",0.319,1,0.018884023030599,512,4,5000,1,2,1,1000,0.0785582466775594,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0534981659874179,0.106996331974836,3405,0.0534981659874179,0.0779342651367188,0.106996331974836,0.155868530273438
"1084",0.03,1,0.0734367370605469,512,4,5000,1,2,1,1000,0.18024764233971,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.174840213069518,0.349680426139037,4850,0.174840213069518,0.209646404221973,0.349680426139037,0.419292808443947
"1085",0.033,1.37,0.0188649495442708,512,4,5000,1,2,4,1000,0.0785582466775594,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0759658245371999,0.1519316490744,4835,0.0759658245371999,0.110664367675781,0.1519316490744,0.221328735351562
"1086",0,1.04,0.0734780629475911,512,4,5000,1,2,4,1000,0.18024764233971,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.18024764233971,0.360495284679419,5000,0.18024764233971,0.2161303136309,0.360495284679419,0.432260627261801
"1087",1,1,0.018890380859375,512,4,5000,1,3,1,1000,0.0785582466775594,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1088",0.997,1,0.0734354654947917,512,4,5000,1,3,1,1000,0.18024764233971,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.00054074292701913,0.00216297170807652,15,0.00054074292701913,0.000648390940892702,0.00216297170807652,0.00259356376357081
"1089",0.979,3.995,0.0189011891682943,512,4,5000,1,3,4,1000,0.0785582466775594,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.00164972318022875,0.00659889272091499,105,0.00164972318022875,0.00240325927734375,0.00659889272091499,0.00961303710937501
"1090",0.032,2.302,0.0734322865804036,512,4,5000,1,3,4,1000,0.18024764233971,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.174479717784839,0.697918871139356,4840,0.174479717784839,0.209214143594711,0.697918871139356,0.836856574378846
"1091",0.00900000000000001,1,0.0226414998372396,512,4,6000,1,1,1,1000,0.0932664993843718,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0924271008899124,0.123236134519883,5946,0.0924271008899124,0.136093139648438,0.123236134519883,0.18145751953125
"1092",0.002,1,0.087408701578776,512,4,6000,1,1,1,1000,0.215293774178952,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.214863186630594,0.286484248840792,5988,0.214863186630594,0.258837663604366,0.286484248840792,0.345116884805822
"1093",0.00900000000000001,1.027,0.0226268768310547,512,4,6000,1,1,4,1000,0.0932664993843718,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0924271008899124,0.123236134519883,5946,0.0924271008899124,0.136093139648438,0.123236134519883,0.18145751953125
"1094",0,1,0.0875066121419271,512,4,6000,1,1,4,1000,0.215293774178952,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.215293774178952,0.287058365571936,6000,0.215293774178952,0.25935637635708,0.287058365571936,0.345808501809441
"1095",0.409,1,0.0226256052652995,512,4,6000,1,2,1,1000,0.0932664993843718,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0551205011361637,0.110241002272327,3546,0.0551205011361637,0.0811614990234375,0.110241002272327,0.162322998046875
"1096",0.07,1,0.0874671936035156,512,4,6000,1,2,1,1000,0.215293774178952,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.200223209986426,0.400446419972851,5580,0.200223209986426,0.241201430012085,0.400446419972851,0.48240286002417
"1097",0.044,1.499,0.0226217905680339,512,4,6000,1,2,4,1000,0.0932664993843718,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0891627734114594,0.178325546822919,5736,0.0891627734114594,0.13128662109375,0.178325546822919,0.2625732421875
"1098",0,1.07,0.0875320434570312,512,4,6000,1,2,4,1000,0.215293774178952,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.215293774178952,0.430587548357904,6000,0.215293774178952,0.25935637635708,0.430587548357904,0.518712752714161
"1099",1,1,0.0226351420084635,512,4,6000,1,3,1,1000,0.0932664993843718,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1100",0.999,1,0.0874977111816406,512,4,6000,1,3,1,1000,0.215293774178952,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.000215293774178952,0.00086117509671581,6.00000000000001,0.000215293774178952,0.000259356376357081,0.00086117509671581,0.00103742550542832
"1101",0.983,3.999,0.0226186116536458,512,4,6000,1,3,4,1000,0.0932664993843718,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.00158553048953432,0.00634212195813729,102,0.00158553048953432,0.0023345947265625,0.00634212195813729,0.00933837890625001
"1102",0.079,2.721,0.0874563852945964,512,4,6000,1,3,4,1000,0.215293774178952,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.198285566018815,0.79314226407526,5526,0.198285566018815,0.238867222624871,0.79314226407526,0.955468890499484
"1103",0.013,1,0.0263595581054688,512,4,7000,1,1,1,1000,0.107821162893271,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.106419487775659,0.141892650367545,6909,0.106419487775659,0.158134460449219,0.141892650367545,0.210845947265625
"1104",0.001,1,0.101383209228516,512,4,7000,1,1,1,1000,0.250186316820282,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.249936130503461,0.333248174004615,6993,0.249936130503461,0.302279856644177,0.333248174004615,0.403039808858903
"1105",0.012,1.036,0.0263226826985677,512,4,7000,1,1,4,1000,0.107821162893271,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.106527308938552,0.142036411918069,6916,0.106527308938552,0.158294677734375,0.142036411918069,0.2110595703125
"1106",0.001,1.003,0.101374944051107,512,4,7000,1,1,4,1000,0.250186316820282,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.249936130503461,0.333248174004615,6993,0.249936130503461,0.302279856644177,0.333248174004615,0.403039808858903
"1107",0.506,1,0.0263563791910807,512,4,7000,1,2,1,1000,0.107821162893271,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.053263654469276,0.106527308938552,3458,0.053263654469276,0.0791473388671875,0.106527308938552,0.158294677734375
"1108",0.113,1,0.101214726765951,512,4,7000,1,2,1,1000,0.250186316820282,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.22191526301959,0.44383052603918,6209,0.22191526301959,0.268390623466852,0.44383052603918,0.536781246933704
"1109",0.0659999999999999,1.639,0.0263481140136719,512,4,7000,1,2,4,1000,0.107821162893271,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.100704966142315,0.201409932284631,6538,0.100704966142315,0.149642944335938,0.201409932284631,0.299285888671875
"1110",0,1.127,0.101328531901042,512,4,7000,1,2,4,1000,0.250186316820282,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.250186316820282,0.500372633640563,7000,0.250186316820282,0.30258243908326,0.500372633640563,0.605164878166521
"1111",1,1,0.026373545328776,512,4,7000,1,3,1,1000,0.107821162893271,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1112",1,1,0.101383209228516,512,4,7000,1,3,1,1000,0.250186316820282,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0,0,0,0,0,0,0
"1113",0.983,3.997,0.0263805389404297,512,4,7000,1,3,4,1000,0.107821162893271,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.00183295976918561,0.00733183907674245,119,0.00183295976918561,0.00272369384765625,0.00733183907674245,0.010894775390625
"1114",0.193,3.183,0.10135014851888,512,4,7000,1,3,4,1000,0.250186316820282,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.201900357673967,0.807601430695869,5649,0.201900357673967,0.244184028340191,0.807601430695869,0.976736113360765
"1115",0.013,1,0.030056635538737,512,4,8000,1,1,1,1000,0.122244342627655,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.120655166173495,0.160873554897993,7896,0.120655166173495,0.18072509765625,0.160873554897993,0.240966796875
"1116",0.001,1,0.114936192830404,512,4,8000,1,1,1,1000,0.284947375687095,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.284662428311408,0.379549904415211,7992,0.284662428311408,0.345462693307631,0.379549904415211,0.460616924410175
"1117",0.014,1.042,0.0300540924072266,512,4,8000,1,1,4,1000,0.122244342627655,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.120532921830867,0.160710562441157,7888,0.120532921830867,0.1805419921875,0.160710562441157,0.24072265625
"1118",0.003,1.009,0.114941279093424,512,4,8000,1,1,4,1000,0.284947375687095,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.284092533560034,0.378790044746712,7976,0.284092533560034,0.344771076304012,0.378790044746712,0.45969476840535
"1119",0.608,1,0.0300865173339844,512,4,8000,1,2,1,1000,0.122244342627655,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0479197823100406,0.0958395646200812,3136,0.0479197823100406,0.07177734375,0.0958395646200812,0.1435546875
"1120",0.19,1,0.114951451619466,512,4,8000,1,2,1,1000,0.284947375687095,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.230807374306547,0.461614748613094,6480,0.230807374306547,0.280104886465647,0.461614748613094,0.560209772931294
"1121",0.09,1.775,0.0300305684407552,512,4,8000,1,2,4,1000,0.122244342627655,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.111242351791166,0.222484703582331,7280,0.111242351791166,0.1666259765625,0.222484703582331,0.333251953125
"1122",0.005,1.183,0.114877065022786,512,4,8000,1,2,4,1000,0.284947375687095,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.28352263880866,0.567045277617319,7960,0.28352263880866,0.344079459300393,0.567045277617319,0.688158918600787
"1123",1,1,0.0300413767496745,512,4,8000,1,3,1,1000,0.122244342627655,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1124",1,1,0.114849090576172,512,4,8000,1,3,1,1000,0.284947375687095,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0,0,0,0,0,0,0
"1125",0.995,3.999,0.0300483703613281,512,4,8000,1,3,4,1000,0.122244342627655,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.000611221713138274,0.00244488685255309,40,0.000611221713138274,0.000915527343750001,0.00244488685255309,0.003662109375
"1126",0.366,3.565,0.114934285481771,512,4,8000,1,3,4,1000,0.284947375687095,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.180656636185618,0.722626544742473,5072,0.180656636185618,0.219242590147185,0.722626544742473,0.876970360588741
"1127",0.025,1,0.0337721506754557,512,4,9000,1,1,1,1000,0.136552566798566,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.133138752628602,0.177518336838136,8775,0.133138752628602,0.200843811035156,0.177518336838136,0.267791748046875
"1128",0.004,1,0.128328323364258,512,4,9000,1,1,1,1000,0.319593478990437,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.318315105074475,0.4244201400993,8964,0.318315105074475,0.387478426277478,0.4244201400993,0.516637901703304
"1129",0.018,1.054,0.0337365468343099,512,4,9000,1,1,4,1000,0.136552566798566,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.134094620596192,0.17879282746159,8838,0.134094620596192,0.202285766601562,0.17879282746159,0.26971435546875
"1130",0.00600000000000001,1.018,0.128488540649414,512,4,9000,1,1,4,1000,0.319593478990437,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.317675918116494,0.423567890821993,8946,0.317675918116494,0.386700357148407,0.423567890821993,0.515600476197876
"1131",0.7,1,0.033758799235026,512,4,9000,1,2,1,1000,0.136552566798566,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0409657700395699,0.0819315400791399,2700,0.0409657700395699,0.061798095703125,0.0819315400791399,0.12359619140625
"1132",0.27,1,0.12828254699707,512,4,9000,1,2,1,1000,0.319593478990437,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.233303239663019,0.466606479326038,6570,0.233303239663019,0.283995232111003,0.466606479326038,0.567990464222006
"1133",0.111,1.904,0.0337193806966146,512,4,9000,1,2,4,1000,0.136552566798566,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.121395231883926,0.242790463767851,8001,0.121395231883926,0.183128356933594,0.242790463767851,0.366256713867188
"1134",0.00700000000000001,1.275,0.128412246704102,512,4,9000,1,2,4,1000,0.319593478990437,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.317356324637504,0.634712649275008,8937,0.317356324637504,0.386311322583871,0.634712649275008,0.772622645167742
"1135",1,1,0.0337607065836589,512,4,9000,1,3,1,1000,0.136552566798566,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1136",1,1,0.128362655639648,512,4,9000,1,3,1,1000,0.319593478990437,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0,0,0,0,0,0,0
"1137",0.993,3.999,0.0337791442871094,512,4,9000,1,3,4,1000,0.136552566798566,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.000955867967589966,0.00382347187035986,63.0000000000001,0.000955867967589966,0.00144195556640625,0.00382347187035986,0.00576782226562501
"1138",0.626,3.841,0.128417332967122,512,4,9000,1,3,4,1000,0.319593478990437,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.119527961142423,0.478111844569694,3366,0.119527961142423,0.145498927136322,0.478111844569694,0.581995708545288
"1139",0.029,1,0.0374558766682943,512,4,10000,1,1,1,1000,0.150758664579077,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.146386663306284,0.195182217741712,9710,0.146386663306284,0.222244262695312,0.195182217741712,0.29632568359375
"1140",0.005,1,0.141541798909505,512,4,10000,1,1,1,1000,0.354137455903378,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.352366768623861,0.469822358165148,9950,0.352366768623861,0.430099324125492,0.469822358165148,0.573465765500656
"1141",0.038,1.114,0.0374310811360677,512,4,10000,1,1,4,1000,0.150758664579077,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.145029835325072,0.193373113766763,9620,0.145029835325072,0.220184326171875,0.193373113766763,0.2935791015625
"1142",0.005,1.015,0.141683578491211,512,4,10000,1,1,4,1000,0.354137455903378,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.352366768623861,0.469822358165148,9950,0.352366768623861,0.430099324125492,0.469822358165148,0.573465765500656
"1143",0.759,1,0.0374221801757812,512,4,10000,1,2,1,1000,0.150758664579077,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0363328381635576,0.0726656763271152,2410,0.0363328381635576,0.0551605224609375,0.0726656763271152,0.110321044921875
"1144",0.365,1,0.141633987426758,512,4,10000,1,2,1,1000,0.354137455903378,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.224877284498645,0.44975456899729,6350,0.224877284498645,0.274485498311243,0.44975456899729,0.548970996622487
"1145",0.143,2.027,0.0374355316162109,512,4,10000,1,2,4,1000,0.150758664579077,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.129200175544269,0.258400351088538,8570,0.129200175544269,0.196151733398438,0.258400351088538,0.392303466796875
"1146",0.011,1.388,0.141471862792969,512,4,10000,1,2,4,1000,0.354137455903378,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.350241943888441,0.700483887776881,9890,0.350241943888441,0.427505760361921,0.700483887776881,0.855011520723842
"1147",1,1,0.0374304453531901,512,4,10000,1,3,1,1000,0.150758664579077,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1148",1,1,0.141548156738281,512,4,10000,1,3,1,1000,0.354137455903378,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0,0,0,0,0,0,0
"1149",0.994,3.998,0.0374355316162109,512,4,10000,1,3,4,1000,0.150758664579077,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.000904551987474463,0.00361820794989785,60.0000000000001,0.000904551987474463,0.001373291015625,0.00361820794989785,0.00549316406250001
"1150",0.822,3.939,0.141497929890951,512,4,10000,1,3,4,1000,0.354137455903378,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0630364671508012,0.252145868603205,1780,0.0630364671508012,0.0769423916526005,0.252145868603205,0.307769566610402
"1151",0.042,1,0.0410919189453125,512,4,11000,1,1,1,1000,0.16487288479087,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.157948223629653,0.210597631506204,10538,0.157948223629653,0.241195678710938,0.210597631506204,0.32159423828125
"1152",0.005,1,0.154544830322266,512,4,11000,1,1,1,1000,0.388589555247601,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.386646607471363,0.515528809961817,10945,0.386646607471363,0.473109256538041,0.515528809961817,0.630812342050721
"1153",0.035,1.105,0.0410652160644531,512,4,11000,1,1,4,1000,0.16487288479087,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.159102333823189,0.212136445097586,10615,0.159102333823189,0.242958068847656,0.212136445097586,0.323944091796875
"1154",0.00600000000000001,1.018,0.154455820719401,512,4,11000,1,1,4,1000,0.388589555247601,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.386258017916115,0.51501069055482,10934,0.386258017916115,0.472633769848053,0.51501069055482,0.630178359797404
"1155",0.823,1,0.0410970052083333,512,4,11000,1,2,1,1000,0.16487288479087,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.029182500607984,0.058365001215968,1947,0.029182500607984,0.0445632934570313,0.058365001215968,0.0891265869140625
"1156",0.488,1,0.154391606648763,512,4,11000,1,2,1,1000,0.388589555247601,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.198957852286772,0.397915704573543,5632,0.198957852286772,0.243449185273846,0.397915704573543,0.486898370547692
"1157",0.191,2.203,0.0411014556884766,512,4,11000,1,2,4,1000,0.16487288479087,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.133382163795814,0.266764327591627,8899,0.133382163795814,0.203681945800781,0.266764327591627,0.407363891601562
"1158",0.015,1.506,0.154530207316081,512,4,11000,1,2,4,1000,0.388589555247601,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.382760711918887,0.765521423837773,10835,0.382760711918887,0.468354389638161,0.765521423837773,0.936708779276322
"1159",1,1,0.0410842895507812,512,4,11000,1,3,1,1000,0.16487288479087,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1160",1,1,0.15455691019694,512,4,11000,1,3,1,1000,0.388589555247601,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0,0,0,0,0,0,0
"1161",0.998,3.999,0.0411078135172526,512,4,11000,1,3,4,1000,0.16487288479087,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.00032974576958174,0.00131898307832696,22,0.00032974576958174,0.0005035400390625,0.00131898307832696,0.00201416015625
"1162",0.947,3.982,0.154603322347005,512,4,11000,1,3,4,1000,0.388589555247601,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0205952464281229,0.0823809857124914,583.000000000001,0.0205952464281229,0.025200794569363,0.0823809857124914,0.100803178277452
"1163",0.052,1,0.0447667439778646,512,4,12000,1,1,1,1000,0.178903604237494,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.169600616817144,0.226134155756192,11376,0.169600616817144,0.2603759765625,0.226134155756192,0.34716796875
"1164",0.01,1,0.167303721110026,512,4,12000,1,1,1,1000,0.422958153826654,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.418728572288388,0.558304763051184,11880,0.418728572288388,0.513525625187019,0.558304763051184,0.684700833582692
"1165",0.052,1.156,0.0447425842285156,512,4,12000,1,1,4,1000,0.178903604237494,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.169600616817144,0.226134155756192,11376,0.169600616817144,0.2603759765625,0.226134155756192,0.34716796875
"1166",0.016,1.048,0.167288462320964,512,4,12000,1,1,4,1000,0.422958153826654,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.416190823365428,0.554921097820571,11808,0.416190823365428,0.510413348670734,0.554921097820571,0.680551131560979
"1167",0.864,1,0.0446859995524089,512,4,12000,1,2,1,1000,0.178903604237494,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.0243308901762991,0.0486617803525983,1632,0.0243308901762991,0.037353515625,0.0486617803525983,0.07470703125
"1168",0.556,1,0.167332967122396,512,4,12000,1,2,1,1000,0.422958153826654,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.187793420299035,0.375586840598069,5328,0.187793420299035,0.230308462205087,0.375586840598069,0.460616924410175
"1169",0.24,2.374,0.0447044372558594,512,4,12000,1,2,4,1000,0.178903604237494,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.135966739220495,0.27193347844099,9120,0.135966739220495,0.208740234375,0.27193347844099,0.41748046875
"1170",0.036,1.668,0.167289098103841,512,4,12000,1,2,4,1000,0.422958153826654,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.407731660288895,0.81546332057779,11568,0.407731660288895,0.500039093616451,0.81546332057779,1.0000781872329
"1171",1,1,0.0447095235188802,512,4,12000,1,3,1,1000,0.178903604237494,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0,0,0,0,0,0,0
"1172",1,1,0.167410532633464,512,4,12000,1,3,1,1000,0.422958153826654,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0,0,0,0,0,0,0
"1173",0.998,4,0.0447279612223307,512,4,12000,1,3,4,1000,0.178903604237494,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.000357807208474987,0.00143122883389995,24,0.000357807208474987,0.00054931640625,0.00143122883389995,0.002197265625
"1174",0.97,3.995,0.167423248291016,512,4,12000,1,3,4,1000,0.422958153826654,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.0126887446147996,0.0507549784591986,360,0.0126887446147996,0.0155613825814248,0.0507549784591986,0.0622455303256994
"1175",0.078,1,0.0484097798665365,512,4,13000,1,1,1,1000,0.192857798235295,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.177814889972942,0.237086519963922,11986,0.177814889972942,0.274337768554688,0.237086519963922,0.36578369140625
"1176",0.02,1,0.179919560750326,512,4,13000,1,1,1,1000,0.457250226956886,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.448105222417748,0.597473629890331,12740,0.448105222417748,0.550700039131534,0.597473629890331,0.734266718842045
"1177",0.0590000000000001,1.177,0.0483404795328776,512,4,13000,1,1,4,1000,0.192857798235295,"sum_of_sum!","erase_clusters!",0,0,0,1,512,0,1,0.181479188139412,0.24197225085255,12233,0.181479188139412,0.279991149902344,0.24197225085255,0.373321533203125
"1178",0.023,1.069,0.180023829142253,512,4,13000,1,1,4,1000,0.457250226956886,"sum_of_sum!","erase_clusters!",0,0,0,2,130816,0,1,0.446733471736877,0.595644628982503,12701,0.446733471736877,0.549014222685213,0.595644628982503,0.732018963580284
